Law Id,State,Title,Text,Enacted Date,Amended Date,Recent?,Sequence Number,Type,Agency,Significant Update Date,Expired Date,Archived Date,Repealed Date,Topic,Technology Categories,Incentive Categories,Regulation Categories,User Categories,References
6134,CA,Low Emission Vehicle Incentives and Technical Training - San Joaquin Valley,"The San Joaquin Valley Air Pollution Control District (SJVAPCD)
administers the REMOVE II program, which provides incentives for
cost-effective projects that result in motor vehicle emissions
reductions and long-term impacts on air pollution in the San Joaquin
Valley. REMOVE II is providing funding for vanpool agencies that reduce
or replace single occupant vehicle commutes in the San Joaquin Valley.
To participate, vanpool agencies must submit an application to SJVAPCD
and sign a contract to become a Vanpool Voucher Incentive Program
partner. REMOVE II also includes an Alternative Fuel Vehicle (AFV)
Mechanic Training Component that provides incentives to educate
personnel on the mechanics, operation safety, and maintenance of AFVs,
fueling stations, and tools involved in the implementation of
alternative fuel technologies. For more information, see the [REMOVE
II](http://www.valleyair.org/Grant_Programs/GrantPrograms.htm) website,
the [Vanpool Voucher Incentive
Program](http://valleyair.org/grants/vanpoolvoucher.htm) and the [AFV
Mechanic Training
Component](http://valleyair.org/grants/mechanictraining.htm) website.
",,,FALSE,105,State Incentives,,,,2018-11-13 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,GNT|OTHER,,OTHER|IND|FLEET,
6238,TX,Electric Vehicle (EV) Rebates,"Central Texas Clean Cities and Austin Energy offer an EV rebate
to Austin Energy customers who purchase qualifying EVs, electric
scooters, or electric bicycles from approved dealers. Applicants
may receive the following rebates: $500 for all-electric vehicles
including neighborhood electric vehicles; $250 for all-electric
scooters or motorcycles capable of achieving more than 40 miles
on a single charge at street-legal speeds; $100 for all-electric
scooters capable of achieving up to 20 miles on a single charge;
and $150 for all-electric bicycles capable of achieving up to 20
miles on a single charge. Rebate funding is limited and valid
until March 31, 2009.",,,FALSE,100,Utility/Private Incentives,,,2009-03-31 00:00:00 UTC,,,,ELEC|PHEV,RBATE,,IND,
6287,NC,Alternative Fuel Vehicle (AFV) and Hybrid Electric Vehicle (HEV) Loans,"The [State Employees' Credit Union](https://www.ncsecu.org/) and the
[Local Government Federal Credit Union](https://www.lgfcu.org/) offer
green vehicle loans to purchase qualified new and used fuel-efficient
vehicles. Vehicles with a combined fuel economy rating of at least 28
miles per gallon, according to revised fuel economy ratings posted on
www.fueleconomy.gov, qualify. The loan interest rates are 0.5% lower
than traditional new or used vehicle loan rates.
",,,FALSE,70,Utility/Private Incentives,,,,2012-10-01 00:00:00 UTC,,,BIOD|ETH|ELEC|HEV|HY|NG|PHEV|LPG,LOANS,,IND|FLEET,
6306,CA,Alternative Fuel Vehicle (AFV) Rebate Program,"The Fueling Alternatives vehicle rebate program is funded by the
California Air Resources Board and provides grants of up to
$5,000 to consumers who purchase or lease eligible zero emission
vehicles (ZEVs), plug-in hybrid electric vehicles, and AFVs
between May 24, 2007, and April 30, 2009. For the purposes of
this program, ZEVs include full function battery electric
vehicles, hydrogen fuel cell vehicles, low-speed or neighborhood
electric vehicles, and zero emission motorcycles.",,,FALSE,10,State Incentives,,,2009-04-30 00:00:00 UTC,,,,ELEC|HEV|HY|NG|PHEV,RBATE,,IND|FLEET,
6326,IL,Hybrid Electric Vehicle Rebate,"Through the Green Rewards Program, the Illinois State Treasury offers a
\$1,000 rebate for the purchase of a new hybrid or other fuel efficient
vehicle. Participating banks and credit unions agree to accept a
discounted deposit rate from the state for one year in exchange for
providing the \$1,000 rebates to Illinois residents. The original
vehicle purchase date must be on or after July 15, 2007, and rebates are
available for one year. Rebates are available for new compressed natural
gas, hybrid electric, electric, and fuel cell vehicles with less than
7,500 miles. Buyers must receive financing from a participating
financial institution.
",,,FALSE,10,State Hybrid Incentives,,,2008-10-01 00:00:00 UTC,,,,ELEC|HEV|HY|NG|PHEV,RBATE,,IND|FLEET,
6407,MD,Hybrid Electric Vehicle (HEV) and Electric Vehicle (EV) Tax Credit,"A tax credit is allowed against the excise tax imposed for the
purchase of qualified HEVs and EVs. For qualified EVs, the tax
credit may not exceed $2,000. For qualified HEVs, the credit may
not exceed: a) $250 if the vehicle battery provides at least 5%
but less than 10% of maximum power available; b) $500 if the
vehicle battery provides at least 10% but less than 20% of
maximum power available; c) $750 if the vehicle battery provides
at least 20% but less than 30% of maximum power available; d)
$1,000 if the vehicle battery provides at least 30% of maximum
power available. Additional tax credits of $125 to $500 are
available for HEVs equipped with regenerative braking systems
that meet certain requirements, depending on the amount of energy
created from breaking. A qualified EV must meet the definition
set forth in the Internal Revenue Code. A qualified HEV must meet
the current vehicle exhaust standard set under the federal Tier 2
program for passenger vehicles. (Reference Maryland Statutes ( http://mlis.state.md.us/ ), Transportation Code 13-815)",,,FALSE,12,State Incentives,,,2010-05-20 00:00:00 UTC,,,,ELEC|HEV|PHEV,TAX,,IND|FLEET,http://mlis.state.md.us/
6433,TN,High Occupancy Vehicle (HOV) Lane Exemption,"Vehicles that the U.S. Environmental Protection Agency defines as
Inherently Low Emission Vehicles or Low Emission and Energy-Efficient
Vehicles and have gross vehicle weight ratings of 26,000 pounds or less
are permitted use of HOV lanes regardless of the number of occupants.
Such vehicles must display a Tennessee Department of Revenue decal. This
exemption expires September 30, 2019. For more information, see the
Department of Revenue HOV Smart Pass website. (Reference [Tennessee
Code](http://www.lexisnexis.com/hottopics/tncode/) 55-8-188)
",2008-06-20 00:00:00 UTC,,FALSE,25,State Incentives,,,,2019-10-01 00:00:00 UTC,,,ELEC|HEV|PHEV,EXEM,,GOV|IND|FLEET,http://www.lexisnexis.com/hottopics/michie/
6556,TX,Clean Vehicle Replacement Vouchers,"The Texas Commission on Environmental Quality administers the
AirCheckTexas Drive a Clean Machine program, which provides vehicle
replacement assistance for qualified individuals owning vehicles
registered in participating counties. Vouchers in the amount of \$3,500
are available toward the purchase of a hybrid electric, battery
electric, or natural gas vehicle that is up to three model years old.
For more information about participating counties, qualified vehicles,
program requirements, and how to apply in specific areas, see the
[AirCheckTexas Drive a Clean
Machine](http://www.tceq.texas.gov/airquality/mobilesource/vim/driveclean.html)
website. (Reference [Texas
Statutes](http://www.statutes.legis.state.tx.us/), Health and Safety
Code 382.209-382.220)
",2001-09-01 00:00:00 UTC,2011-06-17 00:00:00 UTC,FALSE,54,State Incentives,,2019-07-01 20:12:25 UTC,,2019-07-01 00:00:00 UTC,,,ELEC|HEV|NG|PHEV,OTHER|RBATE,,IND,http://www.statutes.legis.state.tx.us/
6565,HI,Electric Vehicle (EV) and Infrastructure Grants,"The Hawaii Department of Business, Economic Development, and
Tourism (Department) established the Hawaii Transportation Energy
Transformation Grant Fund to provide grants through the EV Ready
Grant Program ( http://hawaii.gov/dbedt/info/energy/evrebatesgrants/grants ) for
the acquisition of EVs, the installation of EV charging
infrastructure, and the development of innovative programs or the
coordination of activities that diversify transportation energy
sources. The Department awarded $2.6 million in grants in 2011.",2009-06-25 00:00:00 UTC,,FALSE,10,State Incentives,,,,2010-11-01 00:00:00 UTC,,,ELEC|PHEV,GNT,,STATION|IND|FLEET,
8260,WA,Alternative Fuel Vehicle (AFV) Tax Exemption,"New passenger cars, light-duty trucks, and medium-duty passenger
vehicles that are dedicated AFVs are exempt from state motor vehicle
sales and use taxes. Qualified vehicles include vehicles capable of
operating exclusively on natural gas, propane, hydrogen, or electricity,
and plug-in electric vehicles that are capable of being charged by an
external power source and can travel at least 30 miles using only
electricity. Qualified vehicles must meet the California motor vehicle
emissions standards, comply with the rules of the Washington Department
of Ecology, and have a base model price of \$42,500 or less. The sales
tax exemption applies to up to \$32,000 of a vehicle's selling price or
the total amount of lease payments made. If the original lessee
purchased the leased vehicle before the exemptions expire, the exemption
applies the total lease payments made plus the selling price of the
leased vehicle, up to \$32,000.

As of April 2018, the maximum number of qualifying vehicles sold after
June 15, 2015, 7,500, has been reached, and the sales tax exemption
applies to vehicles delivered to their owners by May 31, 2018. A vehicle
purchased or leased before June 1, 2018, is exempt from the use tax
until it is retired or changes hands. For more information, see the
Green Incentives section of Washington Department of Revenue's
[Incentives
Programs](http://dor.wa.gov/content/FindTaxesAndRates/TaxIncentives/IncentivePrograms.aspx)
website. (Reference [Revised Code of
Washington](http://apps.leg.wa.gov/rcw/) 82.08.809 and 82.12.809)
",2005-05-06 00:00:00 UTC,2016-04-18 00:00:00 UTC,FALSE,10,State Incentives,,2018-05-02 14:09:33 UTC,2018-06-01 00:00:00 UTC,,,,AFTMKTCONV|ELEC|HY|NG|PHEV|LPG,EXEM|TAX,,IND|FLEET,http://apps.leg.wa.gov/rcw/
8620,AZ,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the [EV
Project](https://www.energy.gov/eere/vehicles/avta-ev-project),
ECOtality offers EVSE at no cost to individuals in the Phoenix and
Tucson metropolitan areas. To be eligible for free home charging
stations, individuals living within the specified areas must purchase a
qualified plug-in electric vehicle (PEV). Individuals purchasing an
eligible PEV should apply at the dealership at the time of vehicle
purchase. The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.
",,,FALSE,45,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8621,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the Los Angeles and San Diego metropolitan areas. To be eligible for
free home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle (PEV).
Individuals purchasing an eligible PEV should apply at the dealership at
the time of vehicle purchase. The EV Project incentive program will also
cover most, if not all, of the costs of EVSE installation. All
participants in the EV Project incentive program must agree to anonymous
data collection after installation. Additional restrictions may apply.
",,,FALSE,125,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8622,OR,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the Portland,
Eugene, Salem, and Corvallis metropolitan areas. To be eligible
for free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric
vehicle (PEV). Individuals purchasing an eligible PEV should
apply at the dealership at the time of vehicle purchase. The EV
Project incentive program will also cover most, if not all, of
the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.",,,FALSE,50,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8623,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the Seattle
metropolitan area. To be eligible for free home charging
stations, individuals living within the specified areas must
purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the
time of vehicle purchase. The EV Project incentive program will
also cover most, if not all, of the costs of EVSE installation.
All participants in the EV Project incentive program must agree
to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,75,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8624,TN,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the Nashville,
Knoxville, Memphis, and Chattanooga metropolitan areas. To be
eligible for free home charging stations, individuals living
within the specified areas must purchase a qualified plug-in
electric vehicle (PEV). Individuals purchasing an eligible PEV
should apply at the dealership at the time of vehicle purchase.
The EV Project incentive program will also cover most, if not
all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data
collection after installation. Additional restrictions may apply.",,,FALSE,40,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8625,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the Dallas,
Fort Worth, and Houston metropolitan areas. To be eligible for
free home charging stations, individuals living within the
specified areas must purchase a qualified plug-in electric
vehicle (PEV). Individuals purchasing an eligible PEV should
apply at the dealership at the time of vehicle purchase. The EV
Project incentive program will also cover most, if not all, of
the costs of EVSE installation. All participants in the EV
Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.",,,FALSE,70,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8626,DC,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project, ECOtality offers EVSE at no cost to individuals
in the District of Columbia metropolitan area. To be eligible for free
home charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV). Individuals
purchasing an eligible PEV should apply at the dealership at the time of
vehicle purchase. The EV Project incentive program will also cover most,
if not all, of the costs of EVSE installation. All participants in the
EV Project incentive program must agree to anonymous data collection
after installation. Additional restrictions may apply.
",,,FALSE,30,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8627,VA,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the
Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV).
Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project
incentive program will also cover most, if not all, of the costs
of EVSE installation. All participants in the EV Project
incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,15,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8628,MD,Electric Vehicle Supply Equipment (EVSE) Incentive - ECOtality,"Through the EV Project ( http://www.theevproject.com/index.php ),
ECOtality offers EVSE at no cost to individuals in the
Washington, DC metropolitan area. To be eligible for free home
charging stations, individuals living within the specified areas
must purchase a qualified plug-in electric vehicle (PEV).
Individuals purchasing an eligible PEV should apply at the
dealership at the time of vehicle purchase. The EV Project
incentive program will also cover most, if not all, of the costs
of EVSE installation. All participants in the EV Project
incentive program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,45,Utility/Private Incentives,,,2013-03-11 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,IND,
8629,WA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Bellevue and Redmond
metropolitan areas, excluding Seattle. To be eligible for free
home charging stations, individuals living within the specified
areas must purchase a qualified plug-in electric vehicle.
Application information is available on the ChargePoint America
website. In most cases, the EVSE owner will pay for the
installation; some cities, states, and utilities, however, will
provide funding towards installation costs. All participants in
the ChargePoint America program must agree to anonymous data
collection after installation. Additional restrictions may apply.",,,FALSE,70,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8630,TX,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Austin metropolitan area.
To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,65,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8631,CA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the San Jose, San Francisco
Bay, Sacramento, and Los Angeles metropolitan area. To be
eligible for free home charging stations, individuals living
within the specified areas must purchase a qualified plug-in
electric vehicle. Application information is available on the
ChargePoint America website. In most cases, installation will be
paid for by the EVSE owner; some cities, states, and utilities,
however, will provide funding towards installation costs. All
participants in the ChargePoint America program must agree to
anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,85,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8632,MI,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in southern Michigan. To be
eligible for free home charging stations, individuals living
within the specified areas must purchase a qualified plug-in
electric vehicle. Application information is available on the
ChargePoint America website. In most cases, installation will be
paid for by the EVSE owner; some cities, states, and utilities,
however, will provide funding towards installation costs. All
participants in the ChargePoint America program must agree to
anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,40,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8633,NY,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the New York City metropolitan
area. To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,60,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8634,FL,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Orlando metropolitan area.
To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,45,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8635,VA,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) offers EVSE at no cost to
individuals in the Washington, DC metropolitan area, including
Northern Virginia. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,10,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8636,MD,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Washington, DC
metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,40,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8637,DC,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the Washington, DC
metropolitan area. To be eligible for free home charging
stations, individuals living within the specified area must
purchase a qualified plug-in electric vehicle. Application
information is available on the ChargePoint America website. In
most cases, installation will be paid for by the EVSE owner; some
cities, states, and utilities, however, will provide funding
towards installation costs. All participants in the ChargePoint
America program must agree to anonymous data collection after
installation. Additional restrictions may apply.",,,FALSE,25,Utility/Private Incentives,,,2012-07-01 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
8840,HI,Plug-In Electric Vehicle (PEV) and Electric Vehicle Supply Equipment (EVSE) Rebates,"Qualified Hawaii residents, businesses, government agencies, and
non-profit agencies may apply for rebates for the purchase of PEVs and
EVSE through [Hawaii's EV Ready Rebate
Program](http://energy.hawaii.gov/testbeds-initiatives/ev-ready-program)
(Program). PEV rebates are 20% of the vehicle purchase price, up to
\$4,500, and are restricted to one PEV per applicant. To qualify, the
PEV must be included in the list of U.S. Internal Revenue
Service-approved vehicles for the Qualified Plug-in Electric Drive Motor
Vehicle Credit and be purchased in Hawaii on or after August 1, 2010.
EVSE rebates are 30% of the charging system cost including installation,
up to \$500. EVSE must be purchased on or after August 1, 2010, and
installed before the rebate program ends; EVSE product and installation
requirements apply. Rebates are issued on a first-come, first-served
basis. The Program will continue until November 1, 2012, or until funds
are exhausted. For more information, see the Program website.
",,,FALSE,10,State Incentives,,,2012-05-03 00:00:00 UTC,,,,ELEC|HEV|PHEV,RBATE,,STATION|IND|FLEET,
9092,NJ,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the New York City metropolitan
area. To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",,,FALSE,25,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
9094,CT,Electric Vehicle Supply Equipment (EVSE) Incentive - Coulomb Technologies,"Coulomb Technologies' ChargePoint America ( http://www.chargepointamerica.com/ ) program offers EVSE at no
cost to individuals or entities in the New York City metropolitan
area. To be eligible for free home charging stations, individuals
living within the specified area must purchase a qualified
plug-in electric vehicle. Application information is available on
the ChargePoint America website. In most cases, installation will
be paid for by the EVSE owner; some cities, states, and
utilities, however, will provide funding towards installation
costs. All participants in the ChargePoint America program must
agree to anonymous data collection after installation. Additional
restrictions may apply.",2011-01-19 00:00:00 UTC,,FALSE,35,Utility/Private Incentives,,,2012-07-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,OTHER,,OTHER|IND|FLEET,
9212,VA,Authorization for Plug-In Electric Vehicle Charging Rate Incentives,"The Virginia State Corporation Commission (SCC) directs public utilities
to evaluate time-differentiated rates and other incentives to encourage
off-peak all-electric (EV) and plug-in hybrid electric vehicle charging.
The SCC may authorize public utilities to conduct pilot programs to
determine the feasibility and implications of offering off-peak rates
and other incentives. Pilot programs may include voluntary load control
options, rate structures with financial incentives, rebates, or other
incentives that offset the cost of purchasing or installing electric
vehicle supply equipment for users who elect off-peak rate structures.
An electric utility that participates in an approved pilot program may
be entitled to recover annually the costs of its participation in any
pilot program conducted on or after January 1, 2011. (Reference
[Virginia Code](http://lis.virginia.gov/000/src.htm) 56-232.2:1)
",2011-03-23 00:00:00 UTC,,FALSE,35,Laws and Regulations,,,,2018-03-01 00:00:00 UTC,,,ELEC|PHEV,,OTHER,OTHER|IND|FLEET,http://lis.virginia.gov/000/src.htm
9213,VA,Plug-In Electric Vehicle (PEV) Charging Rate Reduction - Virginia Dominion Power,"Virginia Dominion Power offers two rates for residential customers who
own qualified PEVs, the Electric Vehicle (EV) Only Pricing Plan and the
EV + Home Pricing Plan. The EV Only Pricing Plan allows PEV owners to
take advantage of lower rates during off-peak hours. Under this plan,
customers must install an additional meter specifically for their
electric vehicle supply equipment (EVSE); Dominion will provide this
meter at no charge. The EV + Home Pricing Plan is a whole-house pricing
plan in which the customer\'s EVSE is treated as another appliance.
Dominion will provide a new meter at no charge to record energy usage in
30-minute intervals, allowing Dominion to apply pricing based on time of
day and encourage customers to charge their PEV during off-peak hours as
hours much as possible. Enrollment for PEV pricing plans is expected to
end September 1, 2016, with programs concluding after November 30, 2018.
",2011-01-01 00:00:00 UTC,2011-10-03 00:00:00 UTC,FALSE,5,Utility/Private Incentives,,2015-03-09 15:11:47 UTC,2016-11-30 00:00:00 UTC,,,,ELEC|PHEV,OTHER,,OTHER|IND|FLEET,
9217,MI,Electric Vehicle Supply Equipment (EVSE) Rebate - DTE Energy,"DTE Energy will provide up to \$2,500 for the purchase and installation
of separately metered EVSE to the first 2,500 qualified customers who
purchase plug-in electric vehicles (PEVs) and enroll in the DTE PEV
rate. The program will expire in December 2014 or until the program has
been fully subscribed, whichever occurs first. For additional
information, see the DTE Energy [Plug-In Electric
Vehicles](https://www2.dteenergy.com/wps/portal/dte/residential/productsPrograms/details/Plug-In%20Electric%20Vehicles/PEV%20-%20An%20Overview/!ut/p/b1/hZDJjptAEIafZR7AQ2O6oX1kMzDNvhjji9WAYVhtD5vN02cmiRQlUpK6lfRV_QtzYo7MqadzVdKxuva0_dpP_JnDpn1AkeOZIVCAIR1cDyMVYIH7BJIvwBH9AH4CIQAqMPyD4uoEc5ol_O8-Zo5hwj-Uq1Vqhl-8Z7HvmTGpyanl92FoK5Q3ioekNbFCbYczN72Xm7OQ9RkCt70zpbJapt6bm-O9WvL4Qi1955RgWsTp7Doq18ms0xofDxjGxUhTuZqcpS_Rh9fv2svtYZ3rqpHeJSnGB9rJC70GyT2KFYtcs2kSynwZZrXDA7jKDsSnXZ8SOipmS_LYSmhKFAm7rhVh-Ai5IoOkfb8ECL1ZKHV5UQeX2kxefnYE_jIi-H9Hpx_IP1r-DvxL4ncRxBkYGKHISRG33QIL_CmBtAB_d8G5oboFmsAkn4Dw60O4D6QvD9GWlwKgGYAJmSOA56B-3oy1Wf0aLGCovWegqBy7HtyxVmI71IBtE9Y2k88ILLHqiLPWjA0ED4R56OYHP5JEEdVuqzNvzKlKu9cl617B6xZutxBxcId5gUWYYw51gqQ7NhbVCM9BhYQPu18n2G8NsZorrWbb--lDA1XYaDA9F7km-XqzpIM9rK5Q07W9x5njQlkkNN7ThO53pVvmqTRJ4uqPUB6TIeY8Q6HOM9XxvEQHlLBQvxXV-OYLmlAFBpvMASncSXb80e7YZ2nGTtw3G_p4EmLSocpyvntGbD70cjnSBGnV4rJ-O5OOXnGlGkNfVDnJeK2Z12LThLam38nlKCyNj81l9JMrtPnFiRBxoAmf6ML25wpvGjPdFCMuEc-yx4Wx9Wt3YW5dNJu8rxZ2YUPx5eUbHDSfQg!!/dl4/d5/L2dBISEvZ0FBIS9nQSEh/)
website.
",2010-05-01 00:00:00 UTC,,FALSE,55,Utility/Private Incentives,,,,2013-11-30 00:00:00 UTC,,,ELEC|HEV|PHEV,OTHER,,STATION|OTHER|IND,
9295,NY,Plug-In Electric Vehicle Rebate - Long Island Power Authority (LIPA),"LIPA offers residential customers a one-time \$500 mail-in rebate for
qualifying plug-in hybrid electric or all-electric vehicles. Vehicles
must be purchased, registered, and owned by the LIPA customer during the
period beginning January 1, 2012, and ending December 31, 2012.
",2010-12-20 00:00:00 UTC,,FALSE,55,Utility/Private Incentives,,,2012-12-31 00:00:00 UTC,,,,ELEC|HEV|PHEV,RBATE,,IND,
